Year,Company Name,Model ID,Section,Part Name,ATA-Capter (Ref No.),Part ID (Component Code),Place of Repair,Part Nos,Repair Code,Repair Description,Comments,Repair Type,TAT Days,Price per ea (USD),Service Count,pack_flag
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Chamber Outer Cowl,72-42-01,42B,Plant 23 - Singapore,1968M59G01,Standard Repair,"001 :  Weld repair and resize
SB720327 :  Introduction of New Outer Cowl with Increased Durability
",,"OEM
Non-OEM
",14.0,1780,2,1
2019,GE,CFM56-5B,"Combustor, HPT",HPT Aft Blade Retainer,72-52-06,524,ACSC,2410M51P01,002,R002 : Repair dimension D,,OEM,7.0,17910,1,0
2019,GE,CFM56-5B,"Combustor, HPT",HPT Aft Blade Retainer,72-52-06,524,ACSC,2410M51P01,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,14.0,1580,1,0
2019,GE,CFM56-5B,"Combustor, HPT",HPT Aft Blade Retainer,72-52-06,524,ACSC,2410M51P01,003,R003 : Thermal Spray Repair of Diameter E,,OEM,7.0,16760,1,0
2019,GE,CFM56-5B,"Combustor, HPT",HPT Aft Blade Retainer,72-52-06,524,ACSC,2002M15P01,002,R002 : Repair dimension D,,OEM,7.0,17910,1,0
2019,GE,CFM56-5B,"Combustor, HPT",HPT Aft Blade Retainer,72-52-06,524,ACSC,2002M15P01,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,14.0,1580,1,0
2019,GE,CFM56-5B,"Combustor, HPT",HPT Aft Blade Retainer,72-52-06,524,ACSC,2002M15P01,003,R003 : Thermal Spray Repair of Diameter E,,OEM,7.0,16760,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,006,R006 : Dimensional restoration,,OEM,0.0,17815,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,7.0,4290,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,001,R001 : Repair threaded holes*,*Note: Price applies to each hole repaired,OEM,3.0,2510,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,007,R007 : Replace OGV configuration I*,*Note: Materials to be charged at CLP,OEM,42.0,96370,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,SB720538,SB720538 : Upgrade to replace cast OGV with forged configuration*,*Note: Materials to be charged at CLP,Non-OEM,42.0,106140,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,008,R008 : Repair fretting on HPT cooling pad,,OEM,7.0,7530,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,002,R002 : Blend outlet guide vanes,,OEM,7.0,4020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,016,R016 : Diameters M and S repair with T-800 coating,,OEM,0.0,14020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,015,R015 : Repair of aft case inner diameter,,OEM,0.0,6270,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,012,R012 : Aft End Replacement*,*Note: Materials to be charged at CLP,OEM,28.0,106980,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,019,R019 : Weld Repair of OGV Inner Wall,,OEM,7.0,25755,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,023,R023 : Thermal spray for the inner band wall of the outlet guide vane,,OEM,7.0,9465,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,028,R028 : Replacement of the Outlet Guide Vane Diffuser*,*Note: Materials to be charged at CLP,OEM,90.0,85935,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,026,R026 : Inner wall blend repair,,OEM,28.0,5500,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G07,027,R027 : Repair of Damaged Jackscrew Holes,,OEM,0.0,1325,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,006,R006 : Dimensional restoration,,OEM,0.0,17815,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,7.0,4290,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,001,R001 : Repair threaded holes*,*Note: Price applies to each hole repaired,OEM,3.0,2510,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,007,R007 : Replace OGV configuration I*,*Note: Materials to be charged at CLP,OEM,42.0,96370,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,SB720538,SB720538 : Upgrade to replace cast OGV with forged configuration*,*Note: Materials to be charged at CLP,Non-OEM,42.0,106140,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,008,R008 : Repair fretting on HPT cooling pad,,OEM,7.0,7530,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,002,R002 : Blend outlet guide vanes,,OEM,7.0,4020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,016,R016 : Diameters M and S repair with T-800 coating,,OEM,0.0,14020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,015,R015 : Repair of aft case inner diameter,,OEM,0.0,6270,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,012,R012 : Aft End Replacement*,*Note: Materials to be charged at CLP,OEM,28.0,106980,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,019,R019 : Weld Repair of OGV Inner Wall,,OEM,7.0,25755,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,023,R023 : Thermal spray for the inner band wall of the outlet guide vane,,OEM,7.0,9465,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,028,R028 : Replacement of the Outlet Guide Vane Diffuser*,*Note: Materials to be charged at CLP,OEM,90.0,85935,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,026,R026 : Inner wall blend repair,,OEM,28.0,5500,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G05,027,R027 : Repair of Damaged Jackscrew Holes,,OEM,0.0,1325,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,006,R006 : Dimensional restoration,,OEM,0.0,17815,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,7.0,4290,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,001,R001 : Repair threaded holes*,*Note: Price applies to each hole repaired,OEM,3.0,2510,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,007,R007 : Replace OGV configuration I*,*Note: Materials to be charged at CLP,OEM,42.0,96370,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,SB720538,SB720538 : Upgrade to replace cast OGV with forged configuration*,*Note: Materials to be charged at CLP,Non-OEM,42.0,106140,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,008,R008 : Repair fretting on HPT cooling pad,,OEM,7.0,7530,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,002,R002 : Blend outlet guide vanes,,OEM,7.0,4020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,016,R016 : Diameters M and S repair with T-800 coating,,OEM,0.0,14020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,015,R015 : Repair of aft case inner diameter,,OEM,0.0,6270,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,012,R012 : Aft End Replacement*,*Note: Materials to be charged at CLP,OEM,28.0,106980,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,019,R019 : Weld Repair of OGV Inner Wall,,OEM,7.0,25755,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,023,R023 : Thermal spray for the inner band wall of the outlet guide vane,,OEM,7.0,9465,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,028,R028 : Replacement of the Outlet Guide Vane Diffuser*,*Note: Materials to be charged at CLP,OEM,90.0,85935,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,026,R026 : Inner wall blend repair,,OEM,28.0,5500,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1498M52G12,027,R027 : Repair of Damaged Jackscrew Holes,,OEM,0.0,1325,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,006,R006 : Dimensional restoration,,OEM,0.0,17815,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,7.0,4290,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,001,R001 : Repair threaded holes*,*Note: Price applies to each hole repaired,OEM,3.0,2510,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,007,R007 : Replace OGV configuration I*,*Note: Materials to be charged at CLP,OEM,42.0,96370,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,SB720538,SB720538 : Upgrade to replace cast OGV with forged configuration*,*Note: Materials to be charged at CLP,Non-OEM,42.0,106140,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,008,R008 : Repair fretting on HPT cooling pad,,OEM,7.0,7530,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,002,R002 : Blend outlet guide vanes,,OEM,7.0,4020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,016,R016 : Diameters M and S repair with T-800 coating,,OEM,0.0,14020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,015,R015 : Repair of aft case inner diameter,,OEM,0.0,6270,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,012,R012 : Aft End Replacement*,*Note: Materials to be charged at CLP,OEM,28.0,106980,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,019,R019 : Weld Repair of OGV Inner Wall,,OEM,7.0,25755,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,023,R023 : Thermal spray for the inner band wall of the outlet guide vane,,OEM,7.0,9465,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,028,R028 : Replacement of the Outlet Guide Vane Diffuser*,*Note: Materials to be charged at CLP,OEM,90.0,85935,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,026,R026 : Inner wall blend repair,,OEM,28.0,5500,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G03,027,R027 : Repair of Damaged Jackscrew Holes,,OEM,0.0,1325,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,006,R006 : Dimensional restoration,,OEM,0.0,17815,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,7.0,4290,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,001,R001 : Repair threaded holes*,*Note: Price applies to each hole repaired,OEM,3.0,2510,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,007,R007 : Replace OGV configuration I*,*Note: Materials to be charged at CLP,OEM,42.0,96370,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,SB720538,SB720538 : Upgrade to replace cast OGV with forged configuration*,*Note: Materials to be charged at CLP,Non-OEM,42.0,106140,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,008,R008 : Repair fretting on HPT cooling pad,,OEM,7.0,7530,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,002,R002 : Blend outlet guide vanes,,OEM,7.0,4020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,016,R016 : Diameters M and S repair with T-800 coating,,OEM,0.0,14020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,015,R015 : Repair of aft case inner diameter,,OEM,0.0,6270,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,012,R012 : Aft End Replacement*,*Note: Materials to be charged at CLP,OEM,28.0,106980,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,019,R019 : Weld Repair of OGV Inner Wall,,OEM,7.0,25755,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,023,R023 : Thermal spray for the inner band wall of the outlet guide vane,,OEM,7.0,9465,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,028,R028 : Replacement of the Outlet Guide Vane Diffuser*,*Note: Materials to be charged at CLP,OEM,90.0,85935,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,026,R026 : Inner wall blend repair,,OEM,28.0,5500,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,2002M92G02,027,R027 : Repair of Damaged Jackscrew Holes,,OEM,0.0,1325,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,006,R006 : Dimensional restoration,,OEM,0.0,17815,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,7.0,4290,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,001,R001 : Repair threaded holes*,*Note: Price applies to each hole repaired,OEM,3.0,2510,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,007,R007 : Replace OGV configuration I*,*Note: Materials to be charged at CLP,OEM,42.0,96370,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,SB720538,SB720538 : Upgrade to replace cast OGV with forged configuration*,*Note: Materials to be charged at CLP,Non-OEM,42.0,106140,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,008,R008 : Repair fretting on HPT cooling pad,,OEM,7.0,7530,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,002,R002 : Blend outlet guide vanes,,OEM,7.0,4020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,016,R016 : Diameters M and S repair with T-800 coating,,OEM,0.0,14020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,015,R015 : Repair of aft case inner diameter,,OEM,0.0,6270,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,012,R012 : Aft End Replacement*,*Note: Materials to be charged at CLP,OEM,28.0,106980,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,019,R019 : Weld Repair of OGV Inner Wall,,OEM,7.0,25755,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,023,R023 : Thermal spray for the inner band wall of the outlet guide vane,,OEM,7.0,9465,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,028,R028 : Replacement of the Outlet Guide Vane Diffuser*,*Note: Materials to be charged at CLP,OEM,90.0,85935,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,026,R026 : Inner wall blend repair,,OEM,28.0,5500,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G02,027,R027 : Repair of Damaged Jackscrew Holes,,OEM,0.0,1325,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,006,R006 : Dimensional restoration,,OEM,0.0,17815,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,7.0,4290,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,001,R001 : Repair threaded holes*,*Note: Price applies to each hole repaired,OEM,3.0,2510,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,007,R007 : Replace OGV configuration I*,*Note: Materials to be charged at CLP,OEM,42.0,96370,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,SB720538,SB720538 : Upgrade to replace cast OGV with forged configuration*,*Note: Materials to be charged at CLP,Non-OEM,42.0,106140,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,008,R008 : Repair fretting on HPT cooling pad,,OEM,7.0,7530,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,002,R002 : Blend outlet guide vanes,,OEM,7.0,4020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,016,R016 : Diameters M and S repair with T-800 coating,,OEM,0.0,14020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,015,R015 : Repair of aft case inner diameter,,OEM,0.0,6270,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,012,R012 : Aft End Replacement*,*Note: Materials to be charged at CLP,OEM,28.0,106980,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,019,R019 : Weld Repair of OGV Inner Wall,,OEM,7.0,25755,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,023,R023 : Thermal spray for the inner band wall of the outlet guide vane,,OEM,7.0,9465,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,028,R028 : Replacement of the Outlet Guide Vane Diffuser*,*Note: Materials to be charged at CLP,OEM,90.0,85935,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,026,R026 : Inner wall blend repair,,OEM,28.0,5500,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1784M18G01,027,R027 : Repair of Damaged Jackscrew Holes,,OEM,0.0,1325,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,006,R006 : Dimensional restoration,,OEM,0.0,17815,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,CINSP,CINSP : Clean and serviceability inspection*,"*Note: If part fails serviceability inspection, the customer will be charged inspection fee.",Non-OEM,7.0,4290,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,001,R001 : Repair threaded holes*,*Note: Price applies to each hole repaired,OEM,3.0,2510,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,007,R007 : Replace OGV configuration I*,*Note: Materials to be charged at CLP,OEM,42.0,96370,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,SB720538,SB720538 : Upgrade to replace cast OGV with forged configuration*,*Note: Materials to be charged at CLP,Non-OEM,42.0,106140,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,008,R008 : Repair fretting on HPT cooling pad,,OEM,7.0,7530,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,002,R002 : Blend outlet guide vanes,,OEM,7.0,4020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,016,R016 : Diameters M and S repair with T-800 coating,,OEM,0.0,14020,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,015,R015 : Repair of aft case inner diameter,,OEM,0.0,6270,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,012,R012 : Aft End Replacement*,*Note: Materials to be charged at CLP,OEM,28.0,106980,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,019,R019 : Weld Repair of OGV Inner Wall,,OEM,7.0,25755,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,023,R023 : Thermal spray for the inner band wall of the outlet guide vane,,OEM,7.0,9465,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,028,R028 : Replacement of the Outlet Guide Vane Diffuser*,*Note: Materials to be charged at CLP,OEM,90.0,85935,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,026,R026 : Inner wall blend repair,,OEM,28.0,5500,1,0
2019,GE,CFM56-5B,"Combustor, HPT",Combustion Case,72-41-01,411,ACSC,1668M39G05,027,R027 : Repair of Damaged Jackscrew Holes,,OEM,0.0,1325,1,0
